name,director,year,genre,likes,rating,critics,imbdScore,Torrent720,Torrent1080,cantComent,synopsis
Messiah of Evil,Willard Huyck,1973,Horror,3,-,55%,6.4,https://yts.mx/torrent/download/920DC3825E940C72F03C7EEEF5BD137DEEF37882,https://yts.mx/torrent/download/EBF7DC300805E5997A7182CF14502062D4BF2580,0,"After losing contact with her artist father, Arletty travels to the west coast. Though she doesn't find him, she meets Thom, an odd wealthy man who's travelling with 2 lovers, Toni and Laura, to meet her father. She reads his diary and realises there's something strange with the residents of this California town. —Claudio Carvalho, Rio de Janeiro, Brazil"
Final Take: The Golden Age of Movies,Yôji Yamada,1986,Drama,1,-,-,6.9,https://yts.mx/torrent/download/807A2C57C39CA3179D6874853178D9F148AC9BAF,https://yts.mx/torrent/download/70694B102A17C377AE4EF9131B945F5846D2E41B,0,This is Japanese melo-dramatist director Yoji Yamada's ode to 1930s film production during the transition from silent film to talkies. With many loose associations we can see the rise of a young star Koharu Tanaka for the big New Year release entitled Floating Weeds.
"Food, Inc.",Robert Kenner,2008,Action / Documentary / News,91,86%,95%,7.8,https://yts.mx/torrent/download/F0CFC160E23E2F924753CF058E2CA2C03FAF76AB,https://yts.mx/torrent/download/82357FAD70AA099D9640ADF73A8917DF1F5F8461,5,"The current method of raw food production is largely a response to the growth of the fast food industry since the 1950s. The production of food overall has more drastically changed since that time than the several thousand years prior. Controlled primarily by a handful of multinational corporations, the global food production business - with an emphasis on the business - has as its unwritten goals production of large quantities of food at low direct inputs (most often subsidized) resulting in enormous profits, which in turn results in greater control of the global supply of food sources within these few companies. Health and safety (of the food itself, of the animals produced themselves, of the workers on the assembly lines, and of the consumers actually eating the food) are often overlooked by the companies, and are often overlooked by government in an effort to provide cheap food regardless of these negative consequences. Many of the changes are based on advancements in science and technology, but often have negative side effects.The products made have been shown in several studies to enlarge male sexual organs and increase male breast size. The answer that the companies have come up with is to throw more science at the problems to bandage the issues but not the root causes. The global food supply may be in crisis with lack of biodiversity, but can be changed on the demand side of the equation. —Huggo"
Behind the Curve,Daniel J. Clark,2018,Documentary,4,66%,91%,6.5,https://yts.mx/torrent/download/85B10DE401B7FBF314289346A7C94201A3E58E31,https://yts.mx/torrent/download/E73377209BF908C7C2F6700E91D9D6F225B30B4B,26,"Flat Earthers, a term synonymous with conspiracy theorists who wear tinfoil hats. Meet real Flat Earthers, a small but growing contingent of people who firmly believe in a conspiracy to suppress the truth that the Earth is flat. One of the most prominent Flat Earthers is Mark Sargent who, in the midst of the upcoming Solar Eclipse, proudly speaks at the first Flat Earther conference."
This Is Not a Comedy,Gabriel Nuncio,2021,Comedy / Drama,0,-,-,4.9,https://yts.mx/torrent/download/A2BB0286B6B2BBC44CEE014A88AD09DB98E25B36,https://yts.mx/torrent/download/977073B52645869D14D1B67467C1A6336E3EC334,0,"Gabriel, knocking 40, receives the proposal of having a child with his best friend. With a long history of failures and a city that seems against him, he decides to become a better person and reconcile with life and the cosmos."
From Nowhere,Matthew Newton,2016,Drama,1,-,-,6.7,https://yts.mx/torrent/download/8F1BF4C1E723D353BA34FA6E44A07CF967742D4A,https://yts.mx/torrent/download/898D50894A5724A531F493AE255DE8A223552051,0,Three undocumented Bronx teenagers are graduating from high school while navigating the treacherous waters of trying to get their papers to stay in the US.
Secret Space UFOs: Rise of the TR3B,Darcy Weir,2021,Documentary,4,-,-,4.2,https://yts.mx/torrent/download/E9F57B2CA4050AF8C24526608508EB767B351E95,https://yts.mx/torrent/download/88D113F534CE9315DEFE7E8AFBF273FE72716FF6,11,The legendary TR3B is said to be the very first Alien Reproduction Vehicle that the military built secretly for space exploration. History of triangular UFO sightings and top secret military air craft is discussed by the best and brightest in the research field of UFOs and spooky military air craft. Tyler Glockner of Secureteam10 YouTube fame discusses the long history of military involvement building triangular aircraft and mysterious sightings from around the world. Richard Dolan discusses the facts of space secrecy and the likely hood of a secret space program run by many United States defense and intelligence agencies. Jim Goodall discusses the credible history of spooky classified airplanes and possible non human UFOs sightings. Alara gives her testimony on her incredible TR3B sighting. Jeremy Rys discusses the history of the fabled TR3B and the man that first discussed it's origins Edgar Fouche. Dr. Jack Kasher discusses UFOs seen from NASA Space mission STS-48 and how it seems that Earth is at war with something in space. This TR3B documentary is the next in line of a series about TR3B sightings and UFOs in outer space starring Tyler Glockner. —Darcy Weir
Fragile,Jaume Balagueró,2005,Horror / Mystery / Thriller,10,-,-,6.1,https://yts.mx/torrent/download/0AC9E1A0674A314B7AFB4C9993967F16626BEF50,https://yts.mx/torrent/download/C8FE191846394D8D08D0FE02CC72F51FE08258A6,6,"An American nurse takes a temporary position on the night shift at a closing children's hospital on the Isle of Wight. When every shift is plagued by spooky occurrances and things that go bump in the night, she begins to believe the stories of one of the child pateints, who insists the hospital is haunted by a dangerous presence emanating from the long abandoned second floor. —mrosesteed"
Gutter,Joseph A. Elmore Jr.,2022,Crime,5,-,-,3.9,https://yts.mx/torrent/download/844A74CF05CFCE057AD85A80381493B90D098C74,https://yts.mx/torrent/download/5D9EB9E54FE877481E1828476FA979E1D1F5A3E1,5,"After a lifetime of poverty, GUDDER realizes that the only way to survive in this world is by embracing the drug infested environment around him. With the help of his childhood friends, Teddy B, Funnyman, and Teiry, Gudder quickly becomes the hottest drug dealer in the streets. But increased pressure from rivals, wars with a dangerous group of disgruntled college kids and his own promiscuous, drug addict mother serve to fuel his timely exit from the dope game and his entrance into the pimp game."
Raven,Frank E. Jackson Jr.,2022,Action / Romance,1,-,-,2.3,https://yts.mx/torrent/download/0D4EB413807D2AF72469E9E72A49D254CC348016,https://yts.mx/torrent/download/99D30D5447999D5F2EF7439A29AE5539AE2DF2B0,3,Raven struggles with a major life decision after her abusive husband survives a car accident and emerges a changed man while being badgered by a daughter whose blind to her father's sins and a love interest who can't see past his own desires.
The Heartbreak Kid,Peter Farrelly,2007,Action / Comedy / Romance,91,37%,29%,5.8,https://yts.mx/torrent/download/5DCE81C185699413F45CA789AF0442B67F5EADD8,https://yts.mx/torrent/download/F15301A8AC17A2529211B802EF40F76ED501EA74,3,"Eddie is forty, owns a sporting-goods store, and is still single. After watching his ex-fiancée walk down the aisle, he meets Lila, an environmental researcher, who seems too good to be true. Pressured by his father and best friend, Eddie pops the question and marries Lila after only 6 weeks. However, as he almost instantly discovers, his new bride is a nightmare with more baggage than he can handle. She's immature, foolish, a monster in bed, owes a tremendous amount of money to various sources, and as it turns out, is only a volunteer and doesn't actually have a job. While on their honeymoon in Cabo, Eddie meets Miranda, a down-to-earth lacrosse coach who is visiting with her family. Sparks fly, and Eddie falls for her. Now comes the tricky part of breaking off his marriage to crazy Lila, all while keeping the truth from Miranda about why he's in Cabo in the first place... —Lex"
Encanto,Byron Howard,2021,Action / Adventure / Animation / Comedy / Drama / Family,230,93%,91%,7.3,https://yts.mx/torrent/download/5CBE41AD37994C787166F516DB1056A1C500BF13,https://yts.mx/torrent/download/B530343E74BEC6D25BEC982C91CF2D68AD0F8F15,89,"Encanto tells the tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family with a unique gift from super strength to the power to heal-every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope. —Walt Disney Animation Studios"
Five Day Lover,Philippe de Broca,1961,Comedy / Drama / Romance,0,-,-,6.3,https://yts.mx/torrent/download/92F23442C8E4E1DDA605093A8D9DFF0693F21323,https://yts.mx/torrent/download/BCFD33BA448CA4603D0070D23AEEEA8481C7DBBB,0,"During Madeleine's fashion show, Claire meets Antoine and becomes his mistress. Since she's married to George, a wealthy man with a modest job, she only spends a few days a week with Antoine, who is also rich, often taken to meeting by his chauffeur Marius--and also the lover of Madeleine, Claire's best friend. Everything works perfectly until Madeleine discovers the truth. She prepares her vengeance and organizes a celebration which she invites Antoine, Claire, and George. —Baldinotto da Pistoia"
Open Season,Roger Allers,2006,Action / Adventure / Animation / Comedy / Family / Fantasy,131,57%,48%,6.1,https://yts.mx/torrent/download/A87F9540C38EBC045D06FE7E3D6E97A00C5D1C25,https://yts.mx/torrent/download/DE839859211C97C1AEA0A2C634D32EE3E7397C0D,4,"A happily domesticated grizzly bear named Boog (Martin Lawrence), has his perfect world turned upside down after he meets Elliot (Ashton Kutcher), a scrawny, fast-talking one-horned wild mule deer. They both end up stranded together in the woods during hunting season and it's up to the duo to rally all of the other forest animals and turn the tables on the hunters. —Anthony Pereyra {[email protected]}"
Corman's World: Exploits of a Hollywood Rebel,Alex Stapleton,2011,Documentary,4,-,-,7.5,https://yts.mx/torrent/download/FAFB4A8A619206C56E27398F30D75BFD142ABF2F,https://yts.mx/torrent/download/493439E92BB80825C3ED3B2A35CB0A9B688D5D08,3,A documentary on DIY producer/director Roger Corman and his alternative approach to making movies in Hollywood.
Night and Fog,Alain Resnais,1956,Documentary / History,7,-,-,8.6,https://yts.mx/torrent/download/5CC7E248501A08D362F0857BCED131D585D05E85,https://yts.mx/torrent/download/6A35343D1E76D1EB69479A79AA216A6F9CD677A4,4,"One of the most vivid depictions of the horrors of Nazi Concentration Camps. Filmed in 1955 at several concentration camps in Poland, the film combines new color and black and white footage with black and white newsreels, footage shot by the victorious allies, and stills, to tell the story not only of the camps, but to portray the horror of man's brutal inhumanity. —Bill Randolph"
Le Bonheur,Agnès Varda,1965,Drama / Romance,1,-,-,7.6,https://yts.mx/torrent/download/EA9D0ABB6F144C7EE773B1EA9BF562B6C34303CE,https://yts.mx/torrent/download/2C41AA05157F8EA4DC05EC7B7FD8BAAB1EBFBA5D,2,"Francois is a young carpenter married with Therese. They have two little children. All goes well, life is beautiful, the sun shines and the birds sing. One day, Francois meets Emilie, they fall in love and become lovers. He still loves his wife and wants to share his new greater happiness with her. —Yepok"
13,Géla Babluani,2010,Action / Crime / Drama / Thriller,284,34%,8%,6.1,https://yts.mx/torrent/download/BE046ED20B048C4FB86E15838DD69DADB27C5E8A,https://yts.mx/torrent/download/FEE33A702158CD451220BD4F23FC46AD7BC65C4D,5,"In Talbot, Ohio, a father's need for surgeries puts the family in a financial bind. His son Vince, an electrician, overhears a man talking about making a fortune in just a day. When the man overdoses on drugs, Vince finds instructions and a cell phone that the man has received and substitutes himself: taking a train to New York and awaiting contact. He has no idea what it's about. He ends up at a remote house where wealthy men bet on who will survive a complicated game of Russian roulette: he's number 13. In flashbacks we meet other contestants, including a man whose brother takes him out of a mental institution in order to compete. Can Vince be the last one standing? —"
Let Joy Reign Supreme,Bertrand Tavernier,1975,Drama / History / War,3,-,-,7.1,https://yts.mx/torrent/download/FEE13BD33752C3A156F55E25A26544D125937B57,https://yts.mx/torrent/download/CE5287698C62A0E7BBAE5ECFB289ACAAE0A71069,1,"France, 1719. Four years after Louis XIV's death, Philippe d'Orléans is the regent for the nine-year-old Louis XV. Philippe is a liberal and a libertine. His right-hand man, Dubois, an atheistic and cupid priest, as libertine as Philippe, tries to take advantage of a little rebellion lead by a Breton squire named Pontallec and of the famine to become archbishop. —Yepok"
